algorithm,weather,cargo,route_ids,route_names,context_route_time,delay_time,total_time,delayed_nodes,return_to_start
greedy_context,sunny,small,"[2,5,12,18,14,8]",菜鸟驿站 -> 四食堂 -> 教一 -> 曹光彪 -> 图书馆 -> 8舍,7.59,11.00,18.59,6 三食堂; 5 四食堂; 10 田径场; 8 8舍,false
