algorithm,route_ids,route_names,base_cost,delay_min_total,delay_cost,total_cost_with_delay,delayed_nodes,return_to_start
greedy_with_delay,"[2,5,12,18,14,8]",菜鸟驿站 -> 四食堂 -> 教一 -> 曹光彪 -> 图书馆 -> 8舍,7.59,11,11.00,18.59,6 三食堂; 5 四食堂; 10 田径场; 8 8舍,false
