iteration,current_cost,best_cost,temperature
1884,20.273000,14.536000,3.972143
1885,21.230000,14.536000,3.972143
1886,23.997000,14.536000,3.972143
1887,23.640000,14.536000,3.972143
1888,22.599000,14.536000,3.972143
1889,22.770000,14.536000,3.972143
1890,22.347000,14.536000,3.972143
1891,23.681000,14.536000,3.972143
1892,22.347000,14.536000,3.972143
1893,22.770000,14.536000,3.972143
1894,23.294000,14.536000,3.972143
1895,22.347000,14.536000,3.972143
1896,21.598000,14.536000,3.972143
1897,19.056000,14.536000,3.972143
1898,18.329000,14.536000,3.972143
1899,18.329000,14.536000,3.972143
1900,23.683000,14.536000,3.972143
1901,25.757000,14.536000,3.773536
1902,24.069000,14.536000,3.773536
1903,24.678000,14.536000,3.773536
1904,20.767000,14.536000,3.773536
1905,23.483000,14.536000,3.773536
1906,23.027000,14.536000,3.773536
1907,16.684000,14.536000,3.773536
1908,19.921000,14.536000,3.773536
1909,19.921000,14.536000,3.773536
1910,19.921000,14.536000,3.773536
1911,19.921000,14.536000,3.773536
1912,22.344000,14.536000,3.773536
1913,25.186000,14.536000,3.773536
1914,22.987000,14.536000,3.773536
1915,21.734000,14.536000,3.773536
1916,22.757000,14.536000,3.773536
1917,24.956000,14.536000,3.773536
1918,24.533000,14.536000,3.773536
1919,21.636000,14.536000,3.773536
1920,20.573000,14.536000,3.773536
1921,20.573000,14.536000,3.773536
1922,22.944000,14.536000,3.773536
1923,19.056000,14.536000,3.773536
1924,21.527000,14.536000,3.773536
1925,27.175000,14.536000,3.773536
1926,23.953000,14.536000,3.773536
1927,21.598000,14.536000,3.773536
1928,23.953000,14.536000,3.773536
1929,24.533000,14.536000,3.773536
1930,21.636000,14.536000,3.773536
1931,19.308000,14.536000,3.773536
1932,19.308000,14.536000,3.773536
1933,20.273000,14.536000,3.773536
1934,23.180000,14.536000,3.773536
1935,23.248000,14.536000,3.773536
1936,23.913000,14.536000,3.773536
1937,25.020000,14.536000,3.773536
1938,26.494000,14.536000,3.773536
1939,25.073000,14.536000,3.773536
1940,21.161000,14.536000,3.773536
1941,23.294000,14.536000,3.773536
1942,23.681000,14.536000,3.773536
1943,22.207000,14.536000,3.773536
1944,20.562000,14.536000,3.773536
1945,21.296000,14.536000,3.773536
1946,20.562000,14.536000,3.773536
1947,19.607000,14.536000,3.773536
1948,19.607000,14.536000,3.773536
1949,17.270000,14.536000,3.773536
1950,17.270000,14.536000,3.773536
1951,16.684000,14.536000,3.773536
1952,19.921000,14.536000,3.773536
1953,22.344000,14.536000,3.773536
1954,22.344000,14.536000,3.773536
1955,22.344000,14.536000,3.773536
1956,23.027000,14.536000,3.773536
1957,21.761000,14.536000,3.773536
1958,23.027000,14.536000,3.773536
1959,23.027000,14.536000,3.773536
1960,23.342000,14.536000,3.773536
1961,20.331000,14.536000,3.773536
1962,20.532000,14.536000,3.773536
1963,23.304000,14.536000,3.773536
1964,20.532000,14.536000,3.773536
1965,21.527000,14.536000,3.773536
1966,20.532000,14.536000,3.773536
1967,21.262000,14.536000,3.773536
1968,23.294000,14.536000,3.773536
1969,21.262000,14.536000,3.773536
1970,17.374000,14.536000,3.773536
1971,17.379000,14.536000,3.773536
1972,14.536000,14.536000,3.773536
1973,21.636000,14.536000,3.773536
1974,21.636000,14.536000,3.773536
1975,21.568000,14.536000,3.773536
1976,21.636000,14.536000,3.773536
1977,21.568000,14.536000,3.773536
1978,22.207000,14.536000,3.773536
1979,23.681000,14.536000,3.773536
1980,22.344000,14.536000,3.773536
1981,23.027000,14.536000,3.773536
1982,21.183000,14.536000,3.773536
1983,20.312000,14.536000,3.773536
1984,22.173000,14.536000,3.773536
1985,23.524000,14.536000,3.773536
1986,25.458000,14.536000,3.773536
1987,25.073000,14.536000,3.773536
1988,21.663000,14.536000,3.773536
1989,21.465000,14.536000,3.773536
1990,20.767000,14.536000,3.773536
1991,25.566000,14.536000,3.773536
1992,25.566000,14.536000,3.773536
1993,23.367000,14.536000,3.773536
1994,23.483000,14.536000,3.773536
1995,24.069000,14.536000,3.773536
1996,22.376000,14.536000,3.773536
1997,22.376000,14.536000,3.773536
1998,20.767000,14.536000,3.773536
1999,19.995000,14.536000,3.773536
2000,19.995000,14.536000,3.773536
2001,19.995000,14.536000,3.584859
2002,21.230000,14.536000,3.584859
2003,22.185000,14.536000,3.584859
2004,21.018000,14.536000,3.584859
2005,21.018000,14.536000,3.584859
2006,20.562000,14.536000,3.584859
2007,20.573000,14.536000,3.584859
2008,20.562000,14.536000,3.584859
2009,20.562000,14.536000,3.584859
2010,20.562000,14.536000,3.584859
2011,20.562000,14.536000,3.584859
2012,20.562000,14.536000,3.584859
2013,21.018000,14.536000,3.584859
2014,23.367000,14.536000,3.584859
2015,21.018000,14.536000,3.584859
2016,19.995000,14.536000,3.584859
2017,19.995000,14.536000,3.584859
2018,19.995000,14.536000,3.584859
2019,19.995000,14.536000,3.584859
2020,19.995000,14.536000,3.584859
2021,21.230000,14.536000,3.584859
2022,22.207000,14.536000,3.584859
2023,22.207000,14.536000,3.584859
2024,22.207000,14.536000,3.584859
2025,23.554000,14.536000,3.584859
2026,21.761000,14.536000,3.584859
2027,19.921000,14.536000,3.584859
2028,16.684000,14.536000,3.584859
2029,20.767000,14.536000,3.584859
2030,20.767000,14.536000,3.584859
2031,18.923000,14.536000,3.584859
2032,19.308000,14.536000,3.584859
2033,19.308000,14.536000,3.584859
2034,19.308000,14.536000,3.584859
2035,19.308000,14.536000,3.584859
2036,19.607000,14.536000,3.584859
2037,19.607000,14.536000,3.584859
2038,19.607000,14.536000,3.584859
2039,22.344000,14.536000,3.584859
2040,21.161000,14.536000,3.584859
2041,16.684000,14.536000,3.584859
2042,16.684000,14.536000,3.584859
2043,23.952000,14.536000,3.584859
2044,23.385000,14.536000,3.584859
2045,21.465000,14.536000,3.584859
2046,23.074000,14.536000,3.584859
2047,23.074000,14.536000,3.584859
2048,21.465000,14.536000,3.584859
2049,21.465000,14.536000,3.584859
2050,21.161000,14.536000,3.584859
2051,22.770000,14.536000,3.584859
2052,21.296000,14.536000,3.584859
2053,21.761000,14.536000,3.584859
2054,22.347000,14.536000,3.584859
2055,23.304000,14.536000,3.584859
2056,22.987000,14.536000,3.584859
2057,21.734000,14.536000,3.584859
2058,19.995000,14.536000,3.584859
2059,23.953000,14.536000,3.584859
2060,23.640000,14.536000,3.584859
2061,23.953000,14.536000,3.584859
2062,23.953000,14.536000,3.584859
2063,23.074000,14.536000,3.584859
2064,21.465000,14.536000,3.584859
2065,21.465000,14.536000,3.584859
2066,21.663000,14.536000,3.584859
2067,19.921000,14.536000,3.584859
2068,19.921000,14.536000,3.584859
2069,21.598000,14.536000,3.584859
2070,23.768000,14.536000,3.584859
2071,23.768000,14.536000,3.584859
2072,19.618000,14.536000,3.584859
2073,20.573000,14.536000,3.584859
2074,20.573000,14.536000,3.584859
2075,21.734000,14.536000,3.584859
2076,20.573000,14.536000,3.584859
2077,21.636000,14.536000,3.584859
2078,14.536000,14.536000,3.584859
2079,14.536000,14.536000,3.584859
2080,14.536000,14.536000,3.584859
2081,14.536000,14.536000,3.584859
2082,17.379000,14.536000,3.584859
2083,14.536000,14.536000,3.584859
2084,22.650000,14.536000,3.584859
2085,24.335000,14.536000,3.584859
2086,23.294000,14.536000,3.584859
2087,23.554000,14.536000,3.584859
2088,22.613000,14.536000,3.584859
2089,22.613000,14.536000,3.584859
2090,24.606000,14.536000,3.584859
2091,17.270000,14.536000,3.584859
2092,17.270000,14.536000,3.584859
2093,17.270000,14.536000,3.584859
2094,17.270000,14.536000,3.584859
2095,15.122000,14.536000,3.584859
2096,15.122000,14.536000,3.584859
2097,15.122000,14.536000,3.584859
2098,15.122000,14.536000,3.584859
2099,15.122000,14.536000,3.584859
2100,15.122000,14.536000,3.584859
2101,15.122000,14.536000,3.405616
2102,19.056000,14.536000,3.405616
2103,19.056000,14.536000,3.405616
2104,19.056000,14.536000,3.405616
2105,18.329000,14.536000,3.405616
2106,20.871000,14.536000,3.405616
2107,20.871000,14.536000,3.405616
2108,20.871000,14.536000,3.405616
2109,20.871000,14.536000,3.405616
2110,16.684000,14.536000,3.405616
2111,14.536000,14.536000,3.405616
2112,14.536000,14.536000,3.405616
2113,14.536000,14.536000,3.405616
2114,18.923000,14.536000,3.405616
2115,18.923000,14.536000,3.405616
2116,21.161000,14.536000,3.405616
2117,21.161000,14.536000,3.405616
2118,18.923000,14.536000,3.405616
2119,18.923000,14.536000,3.405616
2120,18.923000,14.536000,3.405616
2121,14.536000,14.536000,3.405616
2122,14.536000,14.536000,3.405616
2123,15.122000,14.536000,3.405616
2124,15.122000,14.536000,3.405616
2125,15.122000,14.536000,3.405616
2126,15.122000,14.536000,3.405616
2127,17.270000,14.536000,3.405616
2128,16.684000,14.536000,3.405616
2129,16.684000,14.536000,3.405616
2130,16.684000,14.536000,3.405616
2131,16.684000,14.536000,3.405616
2132,16.684000,14.536000,3.405616
2133,16.684000,14.536000,3.405616
2134,16.684000,14.536000,3.405616
2135,16.684000,14.536000,3.405616
2136,16.684000,14.536000,3.405616
2137,16.684000,14.536000,3.405616
2138,23.342000,14.536000,3.405616
2139,21.568000,14.536000,3.405616
2140,25.458000,14.536000,3.405616
2141,24.956000,14.536000,3.405616
2142,23.294000,14.536000,3.405616
2143,21.734000,14.536000,3.405616
2144,19.995000,14.536000,3.405616
2145,21.734000,14.536000,3.405616
2146,19.995000,14.536000,3.405616
2147,19.607000,14.536000,3.405616
2148,19.995000,14.536000,3.405616
2149,21.262000,14.536000,3.405616
2150,20.941000,14.536000,3.405616
2151,21.527000,14.536000,3.405616
2152,19.308000,14.536000,3.405616
2153,18.329000,14.536000,3.405616
2154,20.871000,14.536000,3.405616
2155,16.684000,14.536000,3.405616
2156,20.562000,14.536000,3.405616
2157,20.562000,14.536000,3.405616
2158,19.921000,14.536000,3.405616
2159,17.379000,14.536000,3.405616
2160,17.379000,14.536000,3.405616
2161,17.379000,14.536000,3.405616
2162,14.536000,14.536000,3.405616
2163,14.536000,14.536000,3.405616
2164,14.536000,14.536000,3.405616
2165,14.536000,14.536000,3.405616
2166,14.536000,14.536000,3.405616
2167,14.536000,14.536000,3.405616
2168,14.536000,14.536000,3.405616
2169,21.465000,14.536000,3.405616
2170,24.595000,14.536000,3.405616
2171,24.479000,14.536000,3.405616
2172,23.128000,14.536000,3.405616
2173,18.329000,14.536000,3.405616
2174,18.329000,14.536000,3.405616
2175,19.308000,14.536000,3.405616
2176,19.607000,14.536000,3.405616
2177,21.018000,14.536000,3.405616
2178,25.701000,14.536000,3.405616
2179,24.678000,14.536000,3.405616
2180,23.913000,14.536000,3.405616
2181,24.479000,14.536000,3.405616
2182,24.479000,14.536000,3.405616
2183,23.128000,14.536000,3.405616
2184,18.329000,14.536000,3.405616
2185,18.329000,14.536000,3.405616
2186,18.329000,14.536000,3.405616
2187,18.329000,14.536000,3.405616
2188,19.056000,14.536000,3.405616
2189,18.329000,14.536000,3.405616
2190,17.374000,14.536000,3.405616
2191,19.995000,14.536000,3.405616
2192,19.995000,14.536000,3.405616
2193,21.734000,14.536000,3.405616
2194,22.387000,14.536000,3.405616
2195,24.463000,14.536000,3.405616
2196,24.976000,14.536000,3.405616
2197,23.554000,14.536000,3.405616
2198,24.976000,14.536000,3.405616
2199,20.562000,14.536000,3.405616
2200,20.562000,14.536000,3.405616
2201,20.562000,14.536000,3.235335
2202,20.331000,14.536000,3.235335
2203,24.956000,14.536000,3.235335
2204,20.331000,14.536000,3.235335
2205,21.568000,14.536000,3.235335
2206,19.056000,14.536000,3.235335
2207,19.056000,14.536000,3.235335
2208,18.329000,14.536000,3.235335
2209,18.329000,14.536000,3.235335
2210,19.308000,14.536000,3.235335
2211,19.308000,14.536000,3.235335
2212,19.618000,14.536000,3.235335
2213,19.308000,14.536000,3.235335
2214,19.607000,14.536000,3.235335
2215,19.607000,14.536000,3.235335
2216,20.562000,14.536000,3.235335
2217,20.562000,14.536000,3.235335
2218,20.573000,14.536000,3.235335
2219,20.573000,14.536000,3.235335
2220,21.734000,14.536000,3.235335
2221,20.573000,14.536000,3.235335
2222,21.262000,14.536000,3.235335
2223,25.412000,14.536000,3.235335
2224,19.916000,14.536000,3.235335
2225,21.296000,14.536000,3.235335
2226,22.139000,14.536000,3.235335
2227,22.185000,14.536000,3.235335
2228,22.185000,14.536000,3.235335
2229,22.185000,14.536000,3.235335
2230,23.342000,14.536000,3.235335
2231,26.481000,14.536000,3.235335
2232,24.723000,14.536000,3.235335
2233,24.463000,14.536000,3.235335
2234,22.613000,14.536000,3.235335
2235,22.613000,14.536000,3.235335
2236,20.871000,14.536000,3.235335
2237,16.684000,14.536000,3.235335
2238,17.270000,14.536000,3.235335
2239,17.270000,14.536000,3.235335
2240,17.270000,14.536000,3.235335
2241,16.684000,14.536000,3.235335
2242,16.684000,14.536000,3.235335
2243,16.684000,14.536000,3.235335
2244,16.684000,14.536000,3.235335
2245,16.684000,14.536000,3.235335
2246,16.684000,14.536000,3.235335
2247,17.270000,14.536000,3.235335
2248,17.270000,14.536000,3.235335
2249,16.684000,14.536000,3.235335
2250,16.684000,14.536000,3.235335
2251,16.684000,14.536000,3.235335
2252,16.684000,14.536000,3.235335
2253,14.536000,14.536000,3.235335
2254,14.536000,14.536000,3.235335
2255,14.536000,14.536000,3.235335
2256,14.536000,14.536000,3.235335
2257,14.536000,14.536000,3.235335
2258,14.536000,14.536000,3.235335
2259,14.536000,14.536000,3.235335
2260,14.536000,14.536000,3.235335
2261,14.536000,14.536000,3.235335
2262,14.536000,14.536000,3.235335
2263,18.923000,14.536000,3.235335
2264,18.923000,14.536000,3.235335
2265,20.767000,14.536000,3.235335
2266,24.678000,14.536000,3.235335
2267,24.533000,14.536000,3.235335
2268,21.465000,14.536000,3.235335
2269,21.663000,14.536000,3.235335
2270,23.768000,14.536000,3.235335
2271,24.723000,14.536000,3.235335
2272,20.573000,14.536000,3.235335
2273,22.944000,14.536000,3.235335
2274,21.837000,14.536000,3.235335
2275,21.837000,14.536000,3.235335
2276,21.262000,14.536000,3.235335
2277,21.262000,14.536000,3.235335
2278,23.294000,14.536000,3.235335
2279,19.916000,14.536000,3.235335
2280,17.374000,14.536000,3.235335
2281,17.374000,14.536000,3.235335
2282,23.683000,14.536000,3.235335
2283,23.683000,14.536000,3.235335
2284,20.273000,14.536000,3.235335
2285,20.273000,14.536000,3.235335
2286,22.207000,14.536000,3.235335
2287,22.207000,14.536000,3.235335
2288,22.207000,14.536000,3.235335
2289,20.273000,14.536000,3.235335
2290,19.308000,14.536000,3.235335
2291,19.618000,14.536000,3.235335
2292,22.757000,14.536000,3.235335
2293,22.919000,14.536000,3.235335
2294,27.018000,14.536000,3.235335
2295,23.294000,14.536000,3.235335
2296,22.599000,14.536000,3.235335
2297,22.770000,14.536000,3.235335
2298,21.296000,14.536000,3.235335
2299,21.296000,14.536000,3.235335
2300,21.296000,14.536000,3.235335
2301,21.761000,14.536000,3.073569
2302,19.921000,14.536000,3.073569
2303,19.916000,14.536000,3.073569
2304,19.916000,14.536000,3.073569
2305,20.871000,14.536000,3.073569
2306,19.916000,14.536000,3.073569
2307,23.524000,14.536000,3.073569
2308,23.180000,14.536000,3.073569
2309,21.527000,14.536000,3.073569
2310,19.308000,14.536000,3.073569
2311,20.331000,14.536000,3.073569
2312,20.562000,14.536000,3.073569
2313,19.995000,14.536000,3.073569
2314,19.995000,14.536000,3.073569
2315,19.995000,14.536000,3.073569
2316,19.607000,14.536000,3.073569
2317,17.270000,14.536000,3.073569
2318,17.270000,14.536000,3.073569
2319,17.270000,14.536000,3.073569
2320,17.270000,14.536000,3.073569
2321,17.270000,14.536000,3.073569
2322,17.270000,14.536000,3.073569
2323,17.270000,14.536000,3.073569
2324,17.270000,14.536000,3.073569
2325,17.270000,14.536000,3.073569
2326,17.270000,14.536000,3.073569
2327,17.270000,14.536000,3.073569
2328,22.387000,14.536000,3.073569
2329,21.230000,14.536000,3.073569
2330,23.997000,14.536000,3.073569
2331,25.458000,14.536000,3.073569
2332,22.387000,14.536000,3.073569
2333,22.387000,14.536000,3.073569
2334,24.463000,14.536000,3.073569
2335,24.463000,14.536000,3.073569
2336,19.618000,14.536000,3.073569
2337,19.618000,14.536000,3.073569
2338,21.734000,14.536000,3.073569
2339,19.916000,14.536000,3.073569
2340,17.374000,14.536000,3.073569
2341,15.122000,14.536000,3.073569
2342,15.122000,14.536000,3.073569
2343,15.122000,14.536000,3.073569
2344,15.122000,14.536000,3.073569
2345,15.122000,14.536000,3.073569
2346,14.536000,14.536000,3.073569
2347,14.536000,14.536000,3.073569
2348,14.536000,14.536000,3.073569
2349,15.122000,14.536000,3.073569
2350,15.122000,14.536000,3.073569
2351,19.056000,14.536000,3.073569
2352,19.056000,14.536000,3.073569
2353,19.056000,14.536000,3.073569
2354,21.598000,14.536000,3.073569
2355,17.270000,14.536000,3.073569
2356,17.270000,14.536000,3.073569
2357,22.139000,14.536000,3.073569
2358,22.139000,14.536000,3.073569
2359,21.296000,14.536000,3.073569
2360,22.139000,14.536000,3.073569
2361,22.139000,14.536000,3.073569
2362,22.139000,14.536000,3.073569
2363,19.607000,14.536000,3.073569
2364,19.607000,14.536000,3.073569
2365,19.607000,14.536000,3.073569
2366,19.607000,14.536000,3.073569
2367,24.420000,14.536000,3.073569
2368,23.683000,14.536000,3.073569
2369,21.296000,14.536000,3.073569
2370,20.273000,14.536000,3.073569
2371,19.916000,14.536000,3.073569
2372,19.916000,14.536000,3.073569
2373,19.916000,14.536000,3.073569
2374,19.916000,14.536000,3.073569
2375,17.270000,14.536000,3.073569
2376,17.270000,14.536000,3.073569
2377,17.270000,14.536000,3.073569
2378,17.270000,14.536000,3.073569
2379,22.376000,14.536000,3.073569
2380,20.532000,14.536000,3.073569
2381,18.923000,14.536000,3.073569
2382,20.767000,14.536000,3.073569
2383,20.767000,14.536000,3.073569
2384,20.767000,14.536000,3.073569
2385,21.465000,14.536000,3.073569
2386,21.161000,14.536000,3.073569
2387,21.161000,14.536000,3.073569
2388,22.344000,14.536000,3.073569
2389,22.344000,14.536000,3.073569
2390,22.344000,14.536000,3.073569
2391,20.312000,14.536000,3.073569
2392,20.312000,14.536000,3.073569
2393,20.312000,14.536000,3.073569
2394,21.663000,14.536000,3.073569
2395,21.663000,14.536000,3.073569
2396,20.312000,14.536000,3.073569
2397,18.923000,14.536000,3.073569
2398,14.536000,14.536000,3.073569
2399,14.536000,14.536000,3.073569
2400,17.379000,14.536000,3.073569
2401,17.379000,14.536000,2.919890
2402,17.379000,14.536000,2.919890
2403,17.379000,14.536000,2.919890
2404,20.312000,14.536000,2.919890
2405,22.944000,14.536000,2.919890
2406,23.128000,14.536000,2.919890
2407,24.479000,14.536000,2.919890
2408,23.524000,14.536000,2.919890
2409,24.069000,14.536000,2.919890
2410,23.304000,14.536000,2.919890
2411,21.663000,14.536000,2.919890
2412,23.768000,14.536000,2.919890
2413,24.956000,14.536000,2.919890
2414,20.767000,14.536000,2.919890
2415,20.767000,14.536000,2.919890
2416,19.995000,14.536000,2.919890
2417,23.248000,14.536000,2.919890
2418,22.185000,14.536000,2.919890
2419,22.185000,14.536000,2.919890
2420,25.020000,14.536000,2.919890
2421,25.020000,14.536000,2.919890
2422,26.494000,14.536000,2.919890
2423,26.682000,14.536000,2.919890
2424,24.606000,14.536000,2.919890
2425,24.335000,14.536000,2.919890
2426,24.335000,14.536000,2.919890
2427,17.374000,14.536000,2.919890
2428,17.374000,14.536000,2.919890
2429,17.379000,14.536000,2.919890
2430,17.379000,14.536000,2.919890
2431,20.312000,14.536000,2.919890
2432,18.923000,14.536000,2.919890
2433,20.767000,14.536000,2.919890
2434,22.376000,14.536000,2.919890
2435,22.376000,14.536000,2.919890
2436,20.532000,14.536000,2.919890
2437,22.944000,14.536000,2.919890
2438,20.532000,14.536000,2.919890
2439,20.532000,14.536000,2.919890
2440,21.527000,14.536000,2.919890
2441,19.056000,14.536000,2.919890
2442,19.056000,14.536000,2.919890
2443,17.379000,14.536000,2.919890
2444,17.379000,14.536000,2.919890
2445,14.536000,14.536000,2.919890
2446,14.536000,14.536000,2.919890
2447,14.536000,14.536000,2.919890
2448,14.536000,14.536000,2.919890
2449,14.536000,14.536000,2.919890
2450,14.536000,14.536000,2.919890
2451,17.379000,14.536000,2.919890
2452,17.374000,14.536000,2.919890
2453,20.331000,14.536000,2.919890
2454,20.331000,14.536000,2.919890
2455,20.941000,14.536000,2.919890
2456,21.183000,14.536000,2.919890
2457,21.262000,14.536000,2.919890
2458,21.262000,14.536000,2.919890
2459,21.262000,14.536000,2.919890
2460,20.573000,14.536000,2.919890
2461,20.573000,14.536000,2.919890
2462,22.944000,14.536000,2.919890
2463,20.532000,14.536000,2.919890
2464,20.532000,14.536000,2.919890
2465,22.376000,14.536000,2.919890
2466,20.532000,14.536000,2.919890
2467,22.944000,14.536000,2.919890
2468,21.837000,14.536000,2.919890
2469,21.262000,14.536000,2.919890
2470,20.573000,14.536000,2.919890
2471,19.618000,14.536000,2.919890
2472,19.618000,14.536000,2.919890
2473,19.618000,14.536000,2.919890
2474,19.618000,14.536000,2.919890
2475,19.056000,14.536000,2.919890
2476,19.056000,14.536000,2.919890
2477,19.056000,14.536000,2.919890
2478,18.329000,14.536000,2.919890
2479,18.329000,14.536000,2.919890
2480,18.329000,14.536000,2.919890
2481,18.329000,14.536000,2.919890
2482,19.056000,14.536000,2.919890
2483,19.056000,14.536000,2.919890
2484,19.618000,14.536000,2.919890
2485,20.573000,14.536000,2.919890
2486,20.331000,14.536000,2.919890
2487,17.374000,14.536000,2.919890
2488,20.331000,14.536000,2.919890
2489,22.987000,14.536000,2.919890
2490,24.723000,14.536000,2.919890
2491,19.921000,14.536000,2.919890
2492,16.684000,14.536000,2.919890
2493,16.684000,14.536000,2.919890
2494,17.270000,14.536000,2.919890
2495,17.270000,14.536000,2.919890
2496,17.270000,14.536000,2.919890
2497,15.122000,14.536000,2.919890
2498,15.122000,14.536000,2.919890
2499,15.122000,14.536000,2.919890
2500,15.122000,14.536000,2.919890
2501,15.122000,14.536000,2.773896
2502,15.122000,14.536000,2.773896
2503,17.374000,14.536000,2.773896
2504,21.262000,14.536000,2.773896
2505,25.412000,14.536000,2.773896
2506,25.412000,14.536000,2.773896
2507,26.682000,14.536000,2.773896
2508,24.420000,14.536000,2.773896
2509,24.295000,14.536000,2.773896
2510,24.295000,14.536000,2.773896
2511,24.295000,14.536000,2.773896
2512,22.376000,14.536000,2.773896
2513,26.017000,14.536000,2.773896
2514,24.295000,14.536000,2.773896
2515,21.663000,14.536000,2.773896
2516,21.663000,14.536000,2.773896
2517,21.663000,14.536000,2.773896
2518,23.524000,14.536000,2.773896
2519,23.180000,14.536000,2.773896
2520,23.180000,14.536000,2.773896
2521,22.919000,14.536000,2.773896
2522,22.387000,14.536000,2.773896
2523,21.734000,14.536000,2.773896
2524,22.987000,14.536000,2.773896
2525,21.734000,14.536000,2.773896
2526,21.734000,14.536000,2.773896
2527,21.734000,14.536000,2.773896
2528,24.069000,14.536000,2.773896
2529,22.376000,14.536000,2.773896
2530,17.270000,14.536000,2.773896
2531,17.270000,14.536000,2.773896
2532,17.270000,14.536000,2.773896
2533,17.270000,14.536000,2.773896
2534,17.270000,14.536000,2.773896
2535,16.684000,14.536000,2.773896
2536,16.684000,14.536000,2.773896
2537,16.684000,14.536000,2.773896
2538,16.684000,14.536000,2.773896
2539,16.684000,14.536000,2.773896
2540,16.684000,14.536000,2.773896
2541,23.027000,14.536000,2.773896
2542,16.684000,14.536000,2.773896
2543,16.684000,14.536000,2.773896
2544,16.684000,14.536000,2.773896
2545,16.684000,14.536000,2.773896
2546,16.684000,14.536000,2.773896
2547,14.536000,14.536000,2.773896
2548,14.536000,14.536000,2.773896
2549,14.536000,14.536000,2.773896
2550,14.536000,14.536000,2.773896
2551,14.536000,14.536000,2.773896
2552,22.185000,14.536000,2.773896
2553,21.018000,14.536000,2.773896
2554,22.757000,14.536000,2.773896
2555,22.919000,14.536000,2.773896
2556,22.650000,14.536000,2.773896
2557,18.923000,14.536000,2.773896
2558,20.767000,14.536000,2.773896
2559,16.684000,14.536000,2.773896
2560,16.684000,14.536000,2.773896
2561,14.536000,14.536000,2.773896
2562,14.536000,14.536000,2.773896
2563,14.536000,14.536000,2.773896
2564,14.536000,14.536000,2.773896
2565,14.536000,14.536000,2.773896
2566,14.536000,14.536000,2.773896
2567,14.536000,14.536000,2.773896
2568,14.536000,14.536000,2.773896
2569,16.684000,14.536000,2.773896
2570,16.684000,14.536000,2.773896
2571,17.270000,14.536000,2.773896
2572,19.916000,14.536000,2.773896
2573,19.921000,14.536000,2.773896
2574,22.207000,14.536000,2.773896
2575,19.921000,14.536000,2.773896
2576,22.344000,14.536000,2.773896
2577,22.344000,14.536000,2.773896
2578,20.312000,14.536000,2.773896
2579,17.379000,14.536000,2.773896
2580,20.941000,14.536000,2.773896
2581,25.566000,14.536000,2.773896
2582,19.921000,14.536000,2.773896
2583,19.921000,14.536000,2.773896
2584,21.761000,14.536000,2.773896
2585,24.148000,14.536000,2.773896
2586,23.683000,14.536000,2.773896
2587,19.995000,14.536000,2.773896
2588,19.995000,14.536000,2.773896
2589,19.607000,14.536000,2.773896
2590,25.331000,14.536000,2.773896
2591,23.768000,14.536000,2.773896
2592,23.768000,14.536000,2.773896
2593,21.663000,14.536000,2.773896
2594,21.663000,14.536000,2.773896
2595,21.465000,14.536000,2.773896
2596,21.465000,14.536000,2.773896
2597,21.465000,14.536000,2.773896
2598,23.074000,14.536000,2.773896
2599,23.953000,14.536000,2.773896
2600,23.074000,14.536000,2.773896
2601,22.613000,14.536000,2.635201
2602,21.230000,14.536000,2.635201
2603,23.180000,14.536000,2.635201
2604,21.018000,14.536000,2.635201
2605,19.995000,14.536000,2.635201
2606,23.248000,14.536000,2.635201
2607,22.987000,14.536000,2.635201
2608,22.919000,14.536000,2.635201
2609,22.919000,14.536000,2.635201
2610,23.768000,14.536000,2.635201
2611,24.463000,14.536000,2.635201
2612,22.387000,14.536000,2.635201
2613,24.885000,14.536000,2.635201
2614,18.923000,14.536000,2.635201
2615,18.923000,14.536000,2.635201
2616,18.923000,14.536000,2.635201
2617,14.536000,14.536000,2.635201
2618,14.536000,14.536000,2.635201
2619,14.536000,14.536000,2.635201
2620,14.536000,14.536000,2.635201
2621,14.536000,14.536000,2.635201
2622,14.536000,14.536000,2.635201
2623,18.923000,14.536000,2.635201
2624,21.161000,14.536000,2.635201
2625,21.161000,14.536000,2.635201
2626,21.161000,14.536000,2.635201
2627,18.923000,14.536000,2.635201
2628,18.923000,14.536000,2.635201
2629,18.923000,14.536000,2.635201
2630,18.923000,14.536000,2.635201
2631,18.923000,14.536000,2.635201
2632,20.767000,14.536000,2.635201
2633,25.566000,14.536000,2.635201
2634,20.941000,14.536000,2.635201
2635,23.027000,14.536000,2.635201
2636,22.139000,14.536000,2.635201
2637,22.139000,14.536000,2.635201
2638,22.207000,14.536000,2.635201
2639,22.207000,14.536000,2.635201
2640,22.139000,14.536000,2.635201
2641,19.607000,14.536000,2.635201
2642,19.607000,14.536000,2.635201
2643,20.562000,14.536000,2.635201
2644,20.562000,14.536000,2.635201
2645,20.562000,14.536000,2.635201
2646,22.207000,14.536000,2.635201
2647,25.020000,14.536000,2.635201
2648,23.683000,14.536000,2.635201
2649,21.018000,14.536000,2.635201
2650,23.180000,14.536000,2.635201
2651,23.952000,14.536000,2.635201
2652,23.952000,14.536000,2.635201
2653,22.650000,14.536000,2.635201
2654,23.483000,14.536000,2.635201
2655,22.757000,14.536000,2.635201
2656,22.757000,14.536000,2.635201
2657,23.342000,14.536000,2.635201
2658,22.757000,14.536000,2.635201
2659,22.757000,14.536000,2.635201
